Titel,Slug/Item ID,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Namn,Sub-namn??,Bild på vinflaska,Årgång,Typ,Pris,Producent,Druva,Ursprung,Författare,Land,sortiment,Länk till systembolaget,Kort beskrivning,Recension,Intensitet (utseende),Färg,Intensitet (doft),Karaktär (doft),Sötma,Syra,Tanniner,Alkohol,Fyllighet,Intensitet (smak),Karaktär (smak),Avslut,Kvalité,Vinakademins betyg,Lagringsbar?
Rött bubbel som borde vara här för att stanna,rott-bubbel-som-borde-vara-har-for-att-stanna,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,640b54408e726f58c326d054,false,false,Fri Mar 10 2023 16:01:04 GMT+0000 (Coordinated Universal Time),Fri Mar 10 2023 16:01:04 GMT+0000 (Coordinated Universal Time),Fri Mar 10 2023 16:01:04 GMT+0000 (Coordinated Universal Time),Lambrusco del Fondatore,,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/640b4ffb43138c80e522dcc2_24555227_400.png,2021,Mousserande vin,138,Cleto Chiarli Società Agricola,lambrusco,lambrusco,Fredrik-Gustafson,Italien,Tillfälligt sortiment,https://www.systembolaget.se/produkt/vin/lambrusco-del-fondatore-9114001/,Letar du efter en spexig OCH god fördrink? Då har du hittat rätt.,"<p id=""""><strong id="""">Produktionsmetod:</strong>‍<br>Ca. två månaders jäsning på ståltank och en andra jäsning på flaska under fyra månader.</p><p id=""""><strong id="""">Passar till:<br></strong>Passar perfekt som fördrink när du vill överraska lite. Hur många har egentligen druckit rött bubbel?<br></p><p id=""""><strong id="""">Prisvärt?<br></strong>Mycket prisvärt!&nbsp;Kvalitén på detta vinet är mycket hög.<br></p><p id=""""><strong id="""">Övriga tankar:<br></strong>Vem gillar inte att bjuda till något lite <em>extra. </em>Jag har lyckats testa en del olika Lambrusco i mina dagar, och detta är ett av de godaste jag köpt på Systembolaget. Så är du nyfiken på att testa, eller om du letar efter något lite mer spexigt som fördrink istället för en standard Prosseco - då är detta ditt vin!<br></p>",blek,rubinröd,mellan,jordgubbe; roda-korsbar; brod,torr,hög,låg,mellan,tunn,mellan,jordgubbe; roda-korsbar,mellan,bra,83,"Nej, drick direkt"
"Rött, sött och bubbligt",rott-sott-och-bubbligt,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,63e12e264e95a882165aa66a,false,false,Mon Feb 06 2023 16:43:18 GMT+0000 (Coordinated Universal Time),Mon Feb 06 2023 16:45:49 GMT+0000 (Coordinated Universal Time),Mon Feb 06 2023 16:45:49 GMT+0000 (Coordinated Universal Time),Brachetto d´Acqui,Braida,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/63e1268a59418d733d6aac75_742663_400.png,2021,Rött vin,100,Braida di Bologna Giacomo,brachetto,brachetto-dacqui-piemonte,Fredrik-Gustafson,Italien,Fast sortiment,https://www.systembolaget.se/produkt/vin/brachetto-dacqui-626002/,Ett dessertvin att bjuda på när du vill överraska,"<p id=""""><strong id="""">Produktionsmetod:</strong></p><p id="""">Druvorna avstjälkades och krossades. Därefter följde jäsning och skalmaceration i cirka två dagar. När musten uppnått en alkoholhalt på cirka tre volymprocent avbröts jäsningen med nedkylning och filtrering. Därefter skedde den kolsyregivande jäsningen i en trycktank, endligt den så kallade tankmetoden, också känd som autoclavemetoden i Italien. Det färdiga vinet buteljerades under tryck, vid låg temperatur.</p><p id=""""><strong id="""">Passar till:</strong></p><p id="""">Desserter, aperitif eller som sällskapsdryck. Detta vinet hade passat perfekt till en dekadent kladdkaka.</p><p id=""""><strong id="""">Prisvärt?</strong></p><p id="""">Absolut. Dessertvin är inget jag dricker till vardags, men en halvflaska för 100 kr är perfekt då man bjuder in till middag åt ett lite större sällskap!</p><p id=""""><strong id="""">Övriga tankar:</strong></p><p id="""">Detta är för de allra flesta en väldigt unik upplevelse. Dessertvin är inte speciellt populärt i Sverige, men ack så trevligt. Detta har dessutom rött och har lite bubblor! Smaken är enkel att gilla, det är väldigt fruktigt med skogshallon som sticker ut. Det är sött, men har syran för att väga upp så det inte blir sliskigt. Det är en perfekt flaska att överraska med på slutet av en 3-rätters middag!</p><p>‍</p>",blek,rubinröd,lätt,hallon; roda-korsbar; ros,söt,mellan,låg,mellan,mellan,mellan,hallon; jordgubbe,mellan,bra,73,"Nej, drick direkt."
Schweiz röda vin,schweiz-roda-vin,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,646cee825673aab5211f3515,false,false,Tue May 23 2023 16:49:06 GMT+0000 (Coordinated Universal Time),Tue May 23 2023 16:50:37 GMT+0000 (Coordinated Universal Time),Tue May 23 2023 16:50:37 GMT+0000 (Coordinated Universal Time),Domaine des Faverges Red Blend,Lavaux,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/646ced817f3bdaa17998271e_faverge-bgr.png,2021,Rött vin,200,Etat de Fribourg,Pinot-Noir; gamay; garnacha; merlot,lavaux,Fredrik-Gustafson,Schweiz,,,"Ett av vinerna du får om du fyller 100 år och har tur att bo i Fribourg, Schweiz",,mellan,rubinröd,mellan,roda-korsbar; roda-plommon,torr,mellan,mellan,mellan,mellan,mellan,roda-korsbar; roda-plommon,mellan,bra,81,"ja, 3-5 år"
Schweiz vita druva,schweiz-vita-druva,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,646cebdef962ac08ebdc2352,false,false,Tue May 23 2023 16:37:50 GMT+0000 (Coordinated Universal Time),Tue May 23 2023 16:50:49 GMT+0000 (Coordinated Universal Time),Tue May 23 2023 16:53:27 GMT+0000 (Coordinated Universal Time),Vully,State Vines Chasselas Bio,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/646cec68e5b75b882d93679b_vully.png,2022,Vitt vin,150,Etat de Fribourg,chasselas,vully,Fredrik-Gustafson,Schweiz,,,"Ett av vinerna du får om du fyller 100 år och har tur att bo i Fribourg, Schweiz.",,blek,citrongul,mellan,paron; citron,torr,hög,låg,mellan,mellan,mellan,paron; citron,mellan,bra,85,"ja, 1-5 år"
Serbiens hemlighet: Upptäck Sfera Noir,serbiens-hemlighet-upptack-sfera-noir,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,643eeae599d2c21808c46d5a,false,false,Tue Apr 18 2023 19:09:25 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 17:25:10 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 17:25:13 GMT+0000 (Coordinated Universal Time),Sfera Noir,2021,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/643ee714e66c366a38218e4c_sfera.png,2021,Rött vin,184,BIKICKI,Pinot-Noir; crna-tamjanika,banostor,Max-Eriksson,Serbien,Beställningssortiment,https://www.systembolaget.se/produkt/vin/sfera-noir-5862001/,Ett naturvin från ny gamla världen som kombinerar tradition och modernitet,"<p id="""">Sfera Noir är ett naturvin från Serbien, ett land som kanske inte är känt för sin vinproduktion men som definitivt borde vara det. Det är en del av den nya gamla världen av vin, med en rik vintradition som går tillbaka flera tusen år. Sfera Noir är ett vin som bär på denna rika historia, samtidigt som det är ett vin för framtiden.</p><p id="""">Vinet har en unik smakprofil som tar dig på en resa från Belgrad till New York på bara en slurk. På nosen bjuds en tilltalande stallighet tillsammans med röda bär. Det är ett josigt och samtidigt elegant vin. Det bjuds på toner av maraschino körsbär, plommon och tranbär.</p><p id="""">Sfera Noir funkar utmärkt att dricka utan tillbehör men funkar även till lättare rätter som fläsk, kyckling, charkuterier och många vegetariska rätter. Så om du vill uppleva Serbiens rika vintradition och ta del av naturvinsrevolutionen, så är Sfera Noir ett perfekt vin.</p><p id="""">‍</p>",mellan,rubinröd,mellan,tranbar; morka-korsbar,torr,mellan,låg,mellan,mellan,markant,tranbar; morka-korsbar; roda-plommon; bjornbar,lång,mycket bra,92,
Smörigt men inte vulgärt,smorigt-men-inte-vulgart,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,63a1c0acb84c54e7057669a6,false,false,Tue Dec 20 2022 14:03:23 GMT+0000 (Coordinated Universal Time),Wed Dec 21 2022 15:15:22 GMT+0000 (Coordinated Universal Time),Wed Dec 21 2022 15:15:28 GMT+0000 (Coordinated Universal Time),Bonterra,Chardonnay,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/63a1bd4941bbca09d42c43d8_bont.png,2020,Vitt vin,149,Bonterra Vineyards,Chardonnay,Kalifornien,Max-Eriksson,USA,Fast sortiment,https://www.systembolaget.se/produkt/vin/bonterra-1663201/,"En finstämd Chardonnay som ger lite lagom av det mest - smör, ek, vanilj, citrus och blommighet. ","<p id="""">Vinet är från Kalifornien som är kända för sin ekfatslagrade chardonnay. Jäsningen är gjord på både amerikanska och franska ekfat. De franska faten är generellt dubbelt så dyra som de amerikanska och ger även mer komplexitet till vinet.</p><p id="""">Denna flaska är som man förväntar sig en chardonnay från Kalifornien. Eken lyser igenom, vinet är smörigt med vaniljtoner. Det finns även härliga primäraromer som både är blommiga och citrusdrivna. Vill man smyga sig in i träsket av smöriga chardonnay - vilket jag tycker man ska - så är Bonterras chardonnay en bra start. Den har de klassiska karaktärsdragen men sticker inte iväg, lätt att gilla för dem flesta.</p>",djup,guld,mellan,smor; citron; blomma,torr,mellan,låg,mellan,tjock,mellan,smor; vanilj; citron; blomma,mellan,bra,77,
Spännande jordgubbssaft,spannande-jordgubbssaft,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,640c5334d086fd2e3eb24872,false,false,Sat Mar 11 2023 10:08:52 GMT+0000 (Coordinated Universal Time),Thu Mar 16 2023 13:27:46 GMT+0000 (Coordinated Universal Time),Thu Mar 16 2023 13:27:46 GMT+0000 (Coordinated Universal Time),Fleur du Cap,Essence du Cap Pinotage,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/640c52b26276f0c67570ad6c_15917194_400.png,2018,Rött vin,89,Bergkelder,pinotage,Western-Cape,Fredrik-Gustafson,Sydafrika,Fast sortiment,https://www.systembolaget.se/produkt/vin/fleur-du-cap-310802/,Spännande vin på en druva som inte är lika populär; Pinotage!,"<p id=""""><strong>Produktionsmetod:</strong><br>30% av vinet har lagrats ett år på franska och amerikanska ekfat. Resterande vin har lagrats på ståltank med ekkontakt.</p><p id=""""><strong>Passar till:</strong><br>Grillat! Gärna rött kött, men passar även bra till fläskfilé.</p><p id=""""><strong>Prisvärt?<br>‍</strong>Ja! För en billig peng får du ett intressant vin från en druva som du kanske inte testat förut!</p><p id=""""><strong>Övriga tankar:</strong><br>Speciellt vin som jag är glad att få testa, men inget jag köper igen.</p>",mellan,rubinröd,mellan,bjornbar; rok; lader,halvtorr,mellan,mellan,hög,mellan,mellan,jordgubbe; blabar,kort,bra,72,"Nej, drick direkt"
Svenskt mousserande som levererar!,svenskt-mousserande-som-levererar,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,644c3adb7cee1e0bcdc9ccb8,false,false,Fri Apr 28 2023 21:30:03 GMT+0000 (Coordinated Universal Time),Fri Apr 28 2023 21:30:48 GMT+0000 (Coordinated Universal Time),Fri Apr 28 2023 21:30:52 GMT+0000 (Coordinated Universal Time),Skepparps Grand Prix,Mousserande Rosé,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/644c36250d6e28ce8691ecfb_Mousse.png,2021,Mousserande vin,295,Skepparps Vingård,rondo; cabernet-cortis,osterlen,Max-Eriksson,Sverige,Tillfälligt sortiment,https://www.systembolaget.se/produkt/vin/skepparps-grand-prix-9214701/,Glatt överraskad när det svenska vinet får smaklökarna att slå volter! ,"<p id="""">Skepparps Grand Prix är ett rosé bubbel producerat i det vackra Österlen av Skepparps vingård. Vinet är tillverkat av druvorna rondo och cabernet Cortis.</p><p id="""">I glaset har Skepparps Grand Prix en vacker rosa-orange färg och en. härlig mousse. På näsan erbjuder den aromer av blommor, jordgubbar, hallon och svarta vinbär. På gommen är vinet medelstor en balanserad syra och upplevs lite sötare (6g/liter). Vilket är kul för att många svenska viner ofta kan ha svårare att få upp sötman pga kallare klimat. Smaker svarta vinbär, söta jorduggar och skogshallon.</p><p id="""">Sammanfattningsvis är Skepparps Grand Prix ett elegant och välbalanserat vin som visar potentialen för vinproduktion i Sverige. Passar utmärkt som aperitif en solig dag!</p><p id="""">‍</p>",mellan,rosa-orange,mellan,hallon; svarta-vinbar; roda-vinbar; blomma,torr,mellan,låg,mellan,mellan,mellan,svarta-vinbar; hallon; roda-vinbar; jordgubbe,mellan,mycket bra,83,Drick direkt
Syrligt var det här!,syrligt-var-det-har,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,63dccb672d5b3f7569008532,false,false,Fri Feb 03 2023 08:52:55 GMT+0000 (Coordinated Universal Time),Fri Feb 03 2023 09:29:17 GMT+0000 (Coordinated Universal Time),Fri Feb 03 2023 09:29:34 GMT+0000 (Coordinated Universal Time),Riesling Trocken,Weingut Katharina Wechsler,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/63dccacac47d2ed0de9d40d4_rie.png,2021,Vitt vin,169,Weingut Katharina Wechsler,riesling,rheinhessen,Max-Eriksson,Tyskland,Tillfälligt sortiment,https://www.systembolaget.se/produkt/vin/riesling-trocken-9409201/,,"<p>En tysk riesling från Rheinhessen. Trocken innebär att vinet är torrt och mer specifikt får det inte innehålla mer än 8 gram restsocker per liter. </p><p>‍</p><p>En typsik trocken riesling från Tyskland. Den är torr, syrlig och passar mig bra i smaken. Frisk som en havsbris. Smaker av citron, granny smith äpple och lite omogen honungsmelon. Passar fintfint till skaldjur.</p>",mellan,citrongul,mellan,citron; apple,torr,hög,låg,mellan,tunn,mellan,apple; citron; melon,mellan,mycket bra,87,"Ja, 1-4 år"
Systembolagets mest prisvärda Rioja,systembolagets-mest-prisvarda-rioja,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,639eeaca800592006c02eec6,false,false,Sun Dec 18 2022 10:26:18 GMT+0000 (Coordinated Universal Time),Sun Dec 18 2022 11:20:36 GMT+0000 (Coordinated Universal Time),Sun Dec 18 2022 11:20:36 GMT+0000 (Coordinated Universal Time),Viña Tondonia,Reserva,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/639ee843515851f7cdd52e80_24399430_400.png,2010,Rött vin,369,Viña Tondonia,tempranillo,rioja,Fredrik-Gustafson,Spanien,Tillfälligt sortiment,https://www.systembolaget.se/produkt/vin/via-tondonia-9268801/,"Allting som förväntas av en Rioja. Utmärkt att dricka idag, men ännu bättre om ett par år.","<p id="""">Viña Tondonia är en vingård belägen i Rioja-regionen i Spanien som tillverkar rödvin från druvan Tempranillo. Viña Tondonia Reserva 2010 är ett rödvin som har lagrats i minst tre år, inklusive minst ett år i ekfat.</p><p id="""">Detta vin är fylligt med en lång eftersmak. Det har dofter av röda frukter, läder och kryddor, med noter av tobak och vanilj från lagringen i ekfat. Smakerna inkluderar körsbär, hallon och plommon, med en nyans av jordighet och choklad. Det är välbalanserat mellan syra och sötma och har mjuka, runda tanniner.</p><p id="""">Vinet passar bra till kött som rostbiff eller lamm, eller att drickas som ett eftermiddagsnöje. Det kommer att fortsätta att förbättras med ytterligare lagring, och kan lagras i minst 20 år till, men det är redan gott och ett bra val för dig utan så mycket tålamod!</p><p id="""">‍</p>",djup,rubinröd,mellan,roda-korsbar; tobak; vanilj,torr,hög,mellan,mellan,tjock,markant,roda-korsbar; roda-plommon; tobak; vanilj; jord; choklad,lång,mycket bra,79,
Taittinger är bra Champagne,taittinger-lamnar-ingen-besviken,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,634bcf3d8b9984cad72e71d6,false,false,Sun Oct 16 2022 09:30:37 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 18:58:30 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 18:58:33 GMT+0000 (Coordinated Universal Time),Taittinger,Brut Réserve,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/634c4abaee46110b04c3271b_3954_400.png,NV,Mousserande vin,479,Taittinger,Chardonnay; Pinot-Noir; pinot-meunier,champagne,Max-Eriksson,Frankrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/taittinger-742201/,En klassisk Champanebladning från 1934. Smakar bra men är den bäst i sin klass?,"<p id="""">Då var det äntligen dags för Taittinger, en klassisk champagne med anor från 1934. &nbsp;Champagnen är gjort på 40% Chardonnay, 35% Pinot Noir och 25% Pinot Meunier. Smakerna sitter där dom ska och man blir inte besviken, men inte heller överraskad. Så vill du ha en champagne som får dina smaklökar att stå dig i evig skuld så får du leta vidare. Lätt brödiga toner, gröna druvor, äpple och citrus. Små fina bubblor som ger en härlig mouse. </p>",mellan,guld,mellan,apple; brod; hasselnot; citron,torr,hög,låg,mellan,mellan,mellan,brod; apple; citron; hasselnot,lång,mycket bra,78,
Trockenbeerenauslese som får det att vattnas i munnen,trockenbeerenauslese-som-far-det-att-vattnas-i-munnen,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,63db62e7f5cebe6e1d42707c,false,false,Thu Feb 02 2023 07:14:47 GMT+0000 (Coordinated Universal Time),Thu Feb 02 2023 13:09:45 GMT+0000 (Coordinated Universal Time),Thu Feb 02 2023 13:09:51 GMT+0000 (Coordinated Universal Time),Kracher Noble Reserve,Trockenbeerenauslese,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/63db6140e0a7dc50923d945a_24645975_400.png,2020,Vitt vin,150,Kracher Fine Wine GmbH,welschriesling; Chardonnay; traminer,burgenland,Max-Eriksson,Österrike,Tillfälligt sortiment,https://www.systembolaget.se/produkt/vin/kracher-noble-reserve-9205404/?,,"<p>Ett sött vin från Österrikes regionen Burgenland. Vinet är av klassifikationen Trockenbeerenauslese. Är du nyfiken vad detta vackra ord innebär kan du läsa mer om det <a href=""https://www.vinakademin.se/blogg/tysklands-mest-poplara-kvalitetskategor-pradikatswein"">HÄR</a>.</p><p>Både doft och smak är ljuvlig. Vinet är väldigt fylligt och påminner om honung när det landar i gommen. Ett sött vin men hög syra blir ofta en magisk kombination. Smaker av aprikos, honung och fläder. Har du aldrig testat en Trockenbeerenauslese har du här mycket värde för pengarna. </p>",djup,bärnstensfärgad,markant,aprikos; honung,söt,hög,låg,låg,tjock,markant,aprikos; honung; blomma,lång,mycket bra,95,"Ja, mellan 1-11 år"
Typisk Napa Valley cab sauv,typisk-napa-valley-cab-sauv,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,636fc0973b9c9da5e910e462,false,false,Sat Nov 12 2022 15:49:43 GMT+0000 (Coordinated Universal Time),Sat Nov 12 2022 15:49:43 GMT+0000 (Coordinated Universal Time),Sat Nov 12 2022 15:49:43 GMT+0000 (Coordinated Universal Time),Robert Mondavi Winery,Napa Cabernet Sauvignon,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/636fbde5f00394d72d40f254_539580_400.png,2018,Rött vin,469,Robert Mondavi,cabernet-sauvignon,Napa-valley,Fredrik-Gustafson,USA,Fast sortiment,https://www.systembolaget.se/produkt/vin/robert-mondavi-winery-7167601/,Robert Mondavi är the OG av Napa Valley. Hans Cabernet Sauvignon är ett vackert exempel på regionen.,"<p>Det första jag tänker på när jag hör USA&nbsp;eller Napa Valley i vinsammanhang är Cabernet Sauvignon. Jänkarna har verkligen tagit den här druvan och sprungit med det. Robert Mondavi är legendarisk när det kommer till Nya Världens vinmakeri - han brukar pekas ut som den första personen att ta vara på Napa Valleys klimat för vinodling efter förbudstiden på 30-talet.</p><p>Vinet är superlent, enkeldrucket och ljuvligt. Mörka frukter och ektoner genomsyrar vinet. Det är inte superkomplext, det finns alltså inte massvis med olika smaker som dyker upp - men de få smaker som finns gifter sig väldigt bra. </p><p>Framförallt så blir vinet extra bra när man inser att man dricker en bit av Nya Världens vinhistoria.</p>",djup,lila,mellan,morka-plommon; lader; ceder,torr,hög,mellan,mellan,tjock,mellan,morka-plommon; ceder; choklad; svarta-vinbar,lång,mycket bra,82,
"Vad du än gör, testa en Tokaj!",vad-du-an-gor-testa-en-tokaj,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,6420805dc8fbbd47587c0217,false,false,Sun Mar 26 2023 17:26:53 GMT+0000 (Coordinated Universal Time),Sun Mar 26 2023 18:04:01 GMT+0000 (Coordinated Universal Time),Thu Mar 30 2023 17:50:31 GMT+0000 (Coordinated Universal Time),Château Dereszla,Tokaji Aszù 5 Puttonyos,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/64207e6d070ffd0888863cdf_tokaj.png,2017,Vitt vin,209,Château Dereszla,furmint; harslevelu,tokaj,Max-Eriksson,Ungern,Fast sortiment,https://www.systembolaget.se/produkt/vin/chateau-dereszla-290102/,Ett sötvin från Tokaj som tar dig till honungshimlen,"<p>Château Dereszla Tokaji Aszù 5 Puttonyos är som att dricka flytande guld med en doft av tropiska frukter och en smak som exploderar i munnen. En perfekt balans mellan sötma och syra med smaker av honung, aprikos och kryddor som ligger kvar länge på tungan. Detta är ett vin som ska avnjutas långsamt så du kan uppskatta varje droppe. Vi parade ihop den med våfflor som toppades med chèvre och hjortronsylt. En kombination som vi länge kommer minnas. </p>",mellan,guld,markant,apelsinmarmelad; honung; citron,söt,hög,låg,mellan,tjock,markant,apelsinmarmelad; honung; citron,mellan,mycket bra,90,"Ja, 1-14 år"
Vinnare i blindtest,vinnare-i-blindtest,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,634c51dc453d9836d8b07141,false,false,Sun Oct 16 2022 18:47:56 GMT+0000 (Coordinated Universal Time),Sun Oct 16 2022 18:56:39 GMT+0000 (Coordinated Universal Time),Sun Oct 16 2022 22:09:21 GMT+0000 (Coordinated Universal Time),Launois,Blanc de Blancs Grand Cru Réserve,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/634c522a36d9ffc25fe3cd92_45922_400.png,NV,Mousserande vin,359,Launois Père et Fils,Chardonnay,champagne,Fredrik-Gustafson,Frankrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/launois-745001/,"En klar vinnare i blindtest mellan 4 champagner och 4 bubbel. Kvalitén står ut, den är frisk och balanserad. Mycket prisvärd för sin kvalité. Smakade bättre än t.ex Taittinger som också var med i testet (som dessutom kostar 150kr mer).","<p id="""">En klar vinnare i blindtest mellan 4 champagner och 4 bubbel. Kvalitén står ut, den är frisk och balanserad. Mycket prisvärd för sin kvalité. Smakade bättre än t.ex Taittinger som också var med i testet (som dessutom kostar 150kr mer).</p><p>‍</p>",blek,citrongul,mellan,apple; citron; brod,torr,hög,låg,mellan,tunn,mellan,apple; citron; brod,mellan,mycket bra,91,
Funky vuxen-juice,vuxen-juice,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,63ed33bbac5c5819c32a1153,false,false,Wed Feb 15 2023 19:34:19 GMT+0000 (Coordinated Universal Time),Wed Feb 15 2023 20:02:28 GMT+0000 (Coordinated Universal Time),Thu Feb 16 2023 18:51:58 GMT+0000 (Coordinated Universal Time),Meinklang,Pinot Noir,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/63ed328f38b78dc748b65224_24397846_400.png,2020,Rött vin,141,Meinklang,Pinot-Noir,burgenland,Fredrik-Gustafson,Österrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/meinklang-7509301/,Ekologiskt och byodynamiskt bidrar till funk.,"<p id=""""><strong id="""">Produktionsmetod:</strong></p><p id="""">Ekologiskt och biodynamiskt.</p><p id=""""><strong id="""">Passar till:</strong></p><p id="""">Vegetariska rätter, fisk, fågel. Lätta rätter. Funkar också att dricka utan mat.</p><p id=""""><strong id="""">Prisvärt?</strong></p><p id="""">Helt ok!&nbsp;</p><p id=""""><strong id="""">Övriga tankar:</strong></p><p id="""">Inte min favorit när det kommer till Pinot Noir. Smakar lite väl oxiderat för min del, blir liksom funky. Det är också väldigt juicigt vilket inte är min grej heller. Har gett vinet flera försök då jag vet att väldigt många gillar detta vinet men, det är inte för mig! </p>",mellan,rubinröd,mellan,jordgubbe; hallon; torkade-orter,torr,hög,mellan,mellan,mellan,,jordgubbe; hallon; torkade-orter,mellan,bra,69,"Nej, drick direkt."
